#(0)Hugo,(1)Profile,(2)FL,(3)Material of Real,(4)Rotate,(5)FrontColor,(6)BackColor,(7)SectionColor
#SETTINGS,NorthAmerica,inch,,,,,
#ALL,ALL,,,,,,
##STEEL_BEAM,,,,,,,
W14x283,H-16.74x16.11x1.29x2.07,,,,matSTEEL,BLACK,BLACK
W14x257,H-16.38x16.00x1.18x1.89,,,,matSTEEL,BLACK,BLACK
W14x233,H-16.04x15.89x1.07x1.72,,,,matSTEEL,BLACK,BLACK
W14x211,H-15.72x15.80x0.98x1.56,,,,matSTEEL,BLACK,BLACK
W14x193,H-15.48x15.71x0.89x1.44,,,,matSTEEL,BLACK,BLACK
W14x176,H-15.22x15.65x0.83x1.31,,,,matSTEEL,BLACK,BLACK
W14x159,H-14.98x15.57x0.75x1.19,,,,matSTEEL,BLACK,BLACK
W14x145,H-14.78x15.50x0.68x1.09,,,,matSTEEL,BLACK,BLACK
W14x132,H-14.66x14.73x0.65x1.03,,,,matSTEEL,BLACK,BLACK
W14x120,H-14.48x14.67x0.59x0.94,,,,matSTEEL,BLACK,BLACK
W14x109,H-14.32x14.61x0.53x0.86,,,,matSTEEL,BLACK,BLACK
W14x99,H-14.16x14.57x0.49x0.78,,,,matSTEEL,BLACK,BLACK
W14x90,H-14.02x14.52x0.44x0.71,,,,matSTEEL,BLACK,BLACK
W14x82,H-14.31x10.13x0.51x0.86,,,,matSTEEL,BLACK,BLACK
W14x74,H-14.17x10.07x0.45x0.79,,,,matSTEEL,BLACK,BLACK
W14x68,H-14.04x10.04x0.42x0.72,,,,matSTEEL,BLACK,BLACK
W14x61,H-13.89x10.00x0.38x0.65,,,,matSTEEL,BLACK,BLACK
W14x53,H-13.92x8.06x0.37x0.66,,,,matSTEEL,BLACK,BLACK
W14x48,H-13.79x8.03x0.34x0.60,,,,matSTEEL,BLACK,BLACK
W14x43,H-13.66x8.00x0.31x0.53,,,,matSTEEL,BLACK,BLACK
W14x38,H-14.10x6.77x0.31x0.52,,,,matSTEEL,BLACK,BLACK
